Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"cs_rank(close - open) + cs_rank(volume / (high - low + 1e-5)) + cs_rank(stddev(close, 20) / (close + 1e-5))",0.4345556274090391,210.81500476051008,-12.503996728628561
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"cs_rank(zscore(vwap - close, 20) + cs_rank(volume / (volume + 1e-5)) + ts_rank(close - open, 5))",3.0104504764089097,293.63148881892766,-21.217781656114635
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"cs_rank(-1 * zscore(close - open, 20) + ts_rank(volume, 20) + decay_linear(vwap - close, 20) + cs_rank(stddev(volume, 20)))",1.9936639590690288,300.7942381303317,-10.499164474362685
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"rank(-1 * zscore(close - open, 20) * cs_rank(volume) * cs_rank(stddev(close, 20)) * cs_rank(vwap - open))",2.6832217372789793,316.31160641428875,-12.750558527307069
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(zscore(close - open, 20) + zscore(volume, 20) + zscore(vwap - close, 20) - zscore(high - low, 20))",1.0435083848263493,298.4194984473306,-28.13552227462739
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"cs_rank(-1 * zscore(volume, 20) * (vwap - open) * (high - low))",-0.6749135183106039,313.79332857571706,-24.665938533104246
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"cs_rank((close - open) / (high - low + 1e-5)) * zscore(volume, 20) * vwap * ts_rank(close, 20)",-0.5172315445495606,310.0565524200949,-10.02943805768544
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"cs_rank(-1 * zscore(close - open, 20) + ts_rank(decay_linear(vwap - close, 20), 20) + cs_rank(volume))",0.5009720922481855,294.3166200637457,-21.71833167316631
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * zscore(close - sma(close, 50), 20) * cs_rank(vwap))",0.7942126460051038,97.83944455261945,-5.148562158815726
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,cs_rank(vwap - close) + cs_rank(volume / (close + open + 1e-5)) + cs_rank(close - open) * 0.5,0.4621326150957748,191.58111843054337,-9.969018916385822
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"cs_rank((high - low) / (close - open + 1e-5)) + cs_rank(volume / (vwap + 1e-5)) - cs_rank(stddev(close, 20) / (close + 1e-5)) + cs_rank((high + low + close) / 3 / (close + 1e-5))",-0.09295126133545116,248.61630361933746,-14.750075036895439
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * cs_rank(close / (open + 1e-5)) * ts_rank(close, 20) * decay_linear(close, 10)) * cs_rank(volume / (high + 1e-5))",-1.1002550783394878,118.91972988938005,-8.162466060122526
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * cs_rank(close - open) * (close / (vwap + 1e-5) - 1) + zscore(volume, 20))",-1.8770047468609994,241.17607991329515,-20.582443263080076
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,cs_rank(close - open) + cs_rank(vwap - close) + cs_rank((high + low) / 2 - close),1.4772502222166957,329.37091408357446,-19.77988918783667
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(ts_rank(vwap, 20) - ts_rank(close, 20) + ts_rank(volume, 20) + ts_rank(vwap - close, 20) - ts_rank(high - low, 20))",1.4187000986045348,321.185054399301,-9.884713255898994
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"rank(-1 * zscore((high - low) / (close + 1e-5), 20) * volume)",-0.4588341959143874,272.25941018525316,-6.752223583751898
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"cs_rank(-1 * zscore(volume, 20) + ts_rank(vwap / (close + 1e-5), 20))",0.31801334905130524,249.14258959417134,-14.079314903617485
