,0
2006-01-03,0.006952861754524206
2006-01-04,0.0016511704788380165
2006-01-05,-0.001741291683058989
2006-01-06,0.0011588680842866787
2006-01-09,-0.0026444267677997223
2006-01-10,-0.0037636962498620074
2006-01-11,0.00518200298582632
2006-01-12,-0.007570894469979812
2006-01-13,-0.0033967276827369763
2006-01-17,-0.0025173423253658095
2006-01-18,-0.012267138668828658
2006-01-19,0.006317050278144991
2006-01-20,-0.0031795948061428127
2006-01-23,-0.00034508875146172045
2006-01-24,-0.008255107594361988
2006-01-25,-0.0024419087854526465
2006-01-26,-0.0038074384520019114
2006-01-27,-0.0015419305381242374
2006-01-30,-0.0009175546700784746
2006-01-31,-0.004076623846454502
2006-02-01,-0.003910011609614781
2006-02-02,-0.011128296394800442
2006-02-03,-0.004435549419629975
2006-02-06,-0.0064932776823767736
2006-02-07,-0.011562381576835524
2006-02-08,-0.0002888097343955289
2006-02-09,-0.006356681738055376
2006-02-10,-0.005488630214803748
2006-02-13,-0.013383619373299783
2006-02-14,-0.004563822650361587
2006-02-15,-0.004428873508944706
2006-02-16,0.0008510621248833425
2006-02-17,-0.0007524607811288256
2006-02-21,-0.004529489974956627
2006-02-22,-0.013280361125103748
2006-02-23,-0.009235456428154749
2006-02-24,-0.0029389653924799188
2006-02-27,-0.007648036545715795
2006-02-28,-0.003458097302748858
2006-03-01,0.0012324356087165863
2006-03-02,0.004647289828825568
2006-03-03,-0.004281487988961765
2006-03-06,-0.013185363483081875
2006-03-07,-0.006833650907753421
2006-03-08,-0.004480337667955418
2006-03-09,-0.007810201513616218
2006-03-10,-0.00850822491670474
2006-03-13,-0.0014880990160796729
2006-03-14,-0.0020412857328082155
2006-03-15,-0.006300706807845375
2006-03-16,-0.008628947491338445
2006-03-17,-0.009066655202648885
2006-03-20,-0.0014916799545199341
2006-03-21,0.00047357580730295534
2006-03-22,-0.01056327134720574
2006-03-23,-0.0011153433241421814
2006-03-24,-0.0005682048140185055
2006-03-27,0.001996364429155068
2006-03-28,-0.003085566448455392
2006-03-29,-0.001323720657569502
2006-03-30,-0.0008859398365289608
2006-03-31,-0.008363913920216518
2006-04-03,-0.0009155055403859283
2006-04-04,-0.00952564460639252
2006-04-05,0.006525630227439702
2006-04-06,0.0008861773060927134
2006-04-07,-0.007467572119156123
2006-04-10,-0.006413276332612841
2006-04-11,-0.005364197626301603
2006-04-12,-0.001308971656768259
2006-04-13,-0.008604703569536843
2006-04-17,-0.0029710766578355512
2006-04-18,-0.004157903913547892
2006-04-19,0.0018207487522561407
2006-04-20,-0.005956045814281023
2006-04-21,-0.013717998696139867
2006-04-24,-0.015617106573224184
2006-04-25,-0.0009487692003706579
2006-04-26,-0.002193428969953423
2006-04-27,0.0038746485441322146
2006-04-28,-0.009887984290246166
2006-05-01,0.0003342820583392622
2006-05-02,-0.005098992737684597
2006-05-03,-0.010706399910866481
2006-05-04,-0.0030400420499724994
2006-05-05,-0.011558208806414137
2006-05-08,-0.006598493213818236
2006-05-09,-0.009062557730352064
2006-05-10,-0.005097009996108737
2006-05-11,-0.003228616567364051
2006-05-12,0.0066770633310535635
2006-05-15,-0.00010725905306055699
2006-05-16,0.0009513683465335971
2006-05-17,-0.002571672701787799
2006-05-18,-0.009478557159774019
2006-05-19,-0.0016919309624587263
2006-05-22,-0.014550585366010683
2006-05-23,-0.0067784962306563085
2006-05-24,-0.0015571479032355806
2006-05-25,-0.0005397555752936246
2006-05-26,-0.00028091727070722085
2006-05-30,-0.015093018852071103
2006-05-31,-0.007756383448619943
2006-06-01,-0.003540981112271484
2006-06-02,-0.004267107591044073
2006-06-05,-0.010070165562767259
2006-06-06,-0.003830123641235381
2006-06-07,-0.022803041922698934
2006-06-08,-0.01042519590732378
2006-06-09,-0.0076674648800827885
2006-06-12,-0.008115360370670073
2006-06-13,0.0015716561673220645
2006-06-14,-0.002556491942356949
2006-06-15,0.02014896382080436
2006-06-16,-0.007210005139476183
2006-06-19,-0.008634372055053335
2006-06-20,-0.0069572564783711155
2006-06-21,-0.007324026439057783
2006-06-22,-0.009328708634143082
2006-06-23,-0.0021538844536317277
2006-06-26,-0.0004285695552479589
2006-06-27,-0.008100348540522717
2006-06-28,0.00040075303356773995
2006-06-29,0.0017073227232113474
2006-06-30,-0.0022300998155960127
2006-07-03,-0.006594714513678043
2006-07-05,-0.009721091023705693
2006-07-06,-0.006789338634952324
2006-07-07,-0.002993064895546553
2006-07-10,-0.010728438726781772
2006-07-11,-0.0014018828723028377
2006-07-12,-0.007394152669262617
2006-07-13,-0.0010937956054901362
2006-07-14,0.0010782015637364304
2006-07-17,-0.012674680821085844
2006-07-18,-0.0019730646676787396
2006-07-19,-0.010880307263325069
2006-07-20,-0.017358104677008535
2006-07-21,-0.015853462620586525
2006-07-24,-0.005848458226702788
2006-07-25,0.0007958318782597673
2006-07-26,-0.009223047331018912
2006-07-27,0.0032527300315796084
2006-07-28,-0.0032344181863462286
2006-07-31,-0.0051484582727415835
2006-08-01,-0.014997256239740481
2006-08-02,0.0017130732945333299
2006-08-03,0.007771632250362688
2006-08-04,-0.005769030895661828
2006-08-07,-0.009317683448616821
2006-08-08,-0.005477003350232288
2006-08-09,0.006181151443586657
2006-08-10,-0.008811524129138326
2006-08-11,-0.006830613596345127
2006-08-14,0.002453916344718629
2006-08-15,0.005100833072305266
2006-08-16,0.01701573530881459
2006-08-17,0.0025816771121368225
2006-08-18,-0.007780081007552881
2006-08-21,-0.007629406326192676
2006-08-22,-0.004243681560250271
2006-08-23,-0.0030128900202679673
2006-08-24,-0.003923295349865503
2006-08-25,-0.00387379865464987
2006-08-28,-0.0015289729817936928
2006-08-29,0.006798810200829223
2006-08-30,0.005070202675750445
2006-08-31,-0.007690422462016973
2006-09-01,-0.008405016978175393
2006-09-05,-0.0008117428468545468
2006-09-06,-0.01841027463820606
2006-09-07,-0.007930677177690991
2006-09-08,-0.009503268000334405
2006-09-11,0.007967827265782825
2006-09-12,0.012357661004807698
2006-09-13,-0.0052514278674416544
2006-09-14,-0.01763875369707278
2006-09-15,-0.013593346651579621
2006-09-18,-0.0015848552731532904
2006-09-19,-0.020079602301474004
2006-09-20,0.005215439116572164
2006-09-21,-0.00450350271667402
2006-09-22,-0.0075802386769581575
2006-09-25,-0.001990877930507495
2006-09-26,-0.0015070153015741745
2006-09-27,0.001531039018400641
2006-09-28,-0.005203135072598069
2006-09-29,-0.010849106931374438
2006-10-02,-0.019942610181447683
2006-10-03,-0.013479835137259337
2006-10-04,0.000932208748895361
2006-10-05,-0.007747846311821172
2006-10-06,-0.008829962294683597
2006-10-09,-0.006835734337041615
2006-10-10,-0.009128585783902066
2006-10-11,-0.006959481954621392
2006-10-12,-0.005955353512780769
2006-10-13,0.006592791475951438
2006-10-16,-0.00047512319000965995
2006-10-17,-0.012577234974057383
2006-10-18,-0.011969907016130571
2006-10-19,-0.01142014109990423
2006-10-20,-0.012270111952390772
2006-10-23,-0.0027042467034646845
2006-10-24,-0.0053249770816902395
2006-10-25,0.0018544360232259083
2006-10-26,-0.003389963499182612
2006-10-27,-0.01392324899746511
2006-10-30,-0.008136005819967441
2006-10-31,-0.004939913563876317
2006-11-01,-0.008054946776275811
2006-11-02,-0.0028314942063939726
2006-11-03,0.0010813228094692425
2006-11-06,-0.005391113950271101
2006-11-07,-0.00571532992597135
2006-11-08,-0.010179990144271109
2006-11-09,0.0023798614728560655
2006-11-10,-0.010977070093132275
2006-11-13,0.0022641432812891514
2006-11-14,-0.0005717115075023239
2006-11-15,-0.002235407574687308
2006-11-16,-0.007735748606721242
2006-11-17,-0.013608470919774083
2006-11-20,-0.004360868629799066
2006-11-21,-0.012154050758560887
2006-11-22,-0.0007824321968444275
2006-11-24,-0.006551142966991809
2006-11-27,-0.0137650050689377
2006-11-28,-0.001770744997788014
2006-11-29,-0.004632999909563399
2006-11-30,-0.0075608135725225255
2006-12-01,-0.009143390569278789
2006-12-04,-0.013111642791336368
2006-12-05,-0.010902658563627474
2006-12-06,-0.0051299103474656636
2006-12-07,-0.009036173599497375
2006-12-08,-0.00341251166280846
2006-12-11,-0.004651050879535219
2006-12-12,-0.00566118630969165
2006-12-13,-0.0017574334595456677
2006-12-14,-0.0020273532724569246
2006-12-15,-0.007950142433178443
2006-12-18,-0.007477610089926914
2006-12-19,-0.005312279102636123
2006-12-20,-0.0064497753152222125
2006-12-21,0.000643515922840017
2006-12-22,-0.002326599377226521
2006-12-26,-0.005518593549334679
2006-12-27,-0.002447832896560357
2006-12-28,-0.004619791305935814
2006-12-29,-0.003623468604263932
2007-01-03,0.002777553396987484
2007-01-04,-0.012256136942904916
2007-01-05,-0.005245231260913986
2007-01-08,-0.005387049886944623
2007-01-09,-0.00633125228708078
2007-01-10,-0.009239266841705368
2007-01-11,-0.010374844598082838
2007-01-12,-0.002542914543407443
2007-01-16,-0.008122789768881412
2007-01-17,-0.004599920310725076
2007-01-18,-0.01597421232102435
2007-01-19,-0.005722353106965956
2007-01-22,-0.009322254750786739
2007-01-23,-0.007330818389211712
2007-01-24,0.002236125015069503
2007-01-25,-0.0043439256503075285
2007-01-26,-0.005012082678161559
2007-01-29,-0.005333141781186379
2007-01-30,-0.004756178256707298
2007-01-31,-0.0023466382676722176
2007-02-01,-0.006881584071085101
2007-02-02,-0.005230897562670194
2007-02-05,-0.003538409423139629
2007-02-06,-0.006969239974282795
2007-02-07,-0.01043813298391431
2007-02-08,-0.0021927363740407942
2007-02-09,-0.005717315976351743
2007-02-12,-0.0036469672557395178
2007-02-13,-0.006059572761419662
2007-02-14,0.0014249312567735772
2007-02-15,-0.008236600097095283
2007-02-16,-0.005609858461380707
2007-02-20,-0.009555729476857533
2007-02-21,-0.0032463803946040652
