Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(vwap - close) + cs_rank(volume))",1.6765441859822194,161.9327351925695,-11.800546710558784
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + cs_rank(vwap / (vwap + 1e-5))))",0.28749370341056,11.431752599115086,-0.40541147596183197
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + cs_rank(log(close / (vwap + 1e-5)))))",1.85878444879721,146.3127650091274,-3.444444233643461
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"cs_rank(-1 * ts_rank(close / (vwap + 1e-5), 20) + 0.5 * ts_rank(volume / (vwap + 1e-5), 20))",3.4660320768612825,315.59180080654085,-12.44803187878347
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(-1 * (stddev(close, 20) / (stddev(volume, 20) + 1e-5) * vwap * ts_rank(close, 20)))",-0.11099013552870411,41.90970621920383,-3.0289547727386
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * stddev(delta(close, 1), 20) + volume / (vwap + 1e-5))",-0.1077796878309221,45.79157967120572,-3.214553389900838
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(delta(close, 1), 20) + ts_rank(close, 20)))",1.71034222500396,78.894593990215,-3.8184996476191384
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"rank(-1 * stddev(delta(close, 1), 20) * cs_rank((close - open) / (high - low + 1e-5)))",0.26916498574250264,241.66995662528132,-20.109511704179766
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * decay_linear(stddev(delta(close, 1), 20), 20) / (1 + cs_rank(volume / (close + 1e-5))))",0.8500707542198104,16.614049955531303,-0.04136150393204776
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"cs_rank(-1 * zscore(stddev(delta(close, 1), 20), 60) + cs_rank(vwap - close))",0.3005223906787068,114.44108273903072,-6.12265147407931
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (cs_rank(volume) + 1e-5)) * cs_rank(vwap - close) * cs_rank(zscore(close, 60))",1.224878162926323,179.31889240171057,-9.888633050107414
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * cs_rank(stddev(delta(close, 1), 20)) / (volume + 1e-5))",-0.6819866092119593,52.17927914333853,-4.441956250931854
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (ts_rank(volume, 20) + 1e-5)) + rank(vwap - close)",1.3154621299937421,282.5357901988105,-16.66729998429207
