iteration,mode,factor_code,error,Gross_IR,Turnover,Cost_Impact,Net_IR,node_count,reward
0,execution_aware,"rank(-1 * zscore(volume, 20))",,-0.1982897026008227,241.56946658031296,1.2387598298136773,-11.742453058208435,4.0,-130.89310163126672
1,execution_aware,"decay_linear(rank(-1 * zscore(volume, 20)), 60)",,-0.01782909957559001,47.354662929417856,0.2115319828140163,-1.7878973699447243,5.0,-25.387416426796648
2,execution_aware,"decay_linear(rank(-1 * zscore(volume, 20)), 120)",,0.06536887922837643,39.15974095716459,0.17305964093801482,-1.3607700352096956,5.0,-20.898978726858036
3,execution_aware,"decay_linear(rank(-1 * zscore(volume, 30)), 240)",,0.08692796725482059,25.339777971279226,0.10921124150506314,-0.7606671018990085,5.0,-13.456650950425297
4,execution_aware,"decay_linear(rank(-1 * zscore(volume, 60)), 360)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 360) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
5,execution_aware,"decay_linear(rank(-1 * zscore(volume, 30)), 240)",,0.08692796725482059,25.339777971279226,0.10921124150506314,-0.7606671018990085,5.0,-13.456650950425297
6,execution_aware,"decay_linear(rank(-1 * zscore(volume, 60)), 480)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 480) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
7,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 30)), 240)",,0.08692796725482059,25.339777971279226,0.10921124150506314,-0.7606671018990085,5.0,-13.456650950425297
8,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 480)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 480) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
9,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 30)), 240)",,0.08692796725482059,25.339777971279226,0.10921124150506314,-0.7606671018990085,5.0,-13.456650950425297
10,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 360)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 360) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
11,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 30)), 240)",,0.08692796725482059,25.339777971279226,0.10921124150506314,-0.7606671018990085,5.0,-13.456650950425297
12,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 480)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 480) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
13,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 240)",,0.2480689757378255,17.06636330437687,0.07406363742293903,-0.25848796195834617,5.0,-8.877621775834124
14,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 360)","Rejected by AST anti-pattern guardrails: INVALID_LOOKBACKS: decay_linear(..., 360) — lookback must be an integer with 2 <= N <= 252.",,,,,,-inf
15,execution_aware,"decay_linear(cs_rank(-1 * zscore(volume, 60)), 240)",,0.2480689757378255,17.06636330437687,0.07406363742293903,-0.25848796195834617,5.0,-8.877621775834124
