Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"cs_rank(volume / (stddev(close, 60) + 1e-5)) * cs_rank(vwap / (close + 1e-5))",2.1835208750524786,248.13133481581087,-18.272337454541073
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"cs_rank((close - open) / (high - low + 1e-5) + zscore(volume, 60) + zscore(stddev(close, 60), 60) + ts_rank(vwap - close, 20))",0.9647998444374242,123.14232184409374,-8.657391436723916
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"cs_rank(vwap - close) + cs_rank(volume / (stddev(volume, 60) + 1e-5)) - cs_rank(high - low)",2.718723675182651,242.3138672746268,-7.5352932045153365
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,cs_rank(volume) * rank(close - open),-2.1212409366292118,267.1335229329406,-11.984839369138328
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,cs_rank((high - low) / (vwap + 1e-5)) * cs_rank(volume / (vwap + 1e-5)),0.5041573134615569,179.33067337674885,-10.062841999234685
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,cs_rank(volume / (vwap + 1e-5)),-0.10777369504352026,45.79189697099018,-3.2145802780648767
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,cs_rank((close - open) / (volume + 1e-5)) + cs_rank((vwap - close) / (volume + 1e-5)),0.04869047685190868,391.64974686131075,-26.27648314415459
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"cs_rank(volume) * cs_rank((high - low) / (close + 1e-5)) * cs_rank(sma(close, 20) / (close + 1e-5))",-0.5025390180337495,172.47728024154128,-10.187843337562509
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank((high - low) / (vwap + 1e-5) + volume / ts_rank(volume, 20)) - cs_rank(close / ts_rank(close, 20))",0.8440777431810799,100.55484765213052,-6.06306247494363
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)) * cs_rank(volume / (sma(volume, 20) + 1e-5))",1.9756064190726328,168.40342089605656,-6.8119342749308895
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"cs_rank(close / (stddev(close, 60) + 1e-5)) + cs_rank(volume / (vwap + 1e-5))",0.9385387818484926,41.31160787288065,-1.2632135934800366
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)) + rank(volume / (sma(volume, 60) + 1e-5)) + rank(vwap - close)",0.9813264538502561,257.96874837300857,-14.15468176955789
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)) + rank(volume / (vwap + 1e-5)) + rank(vwap / (close + 1e-5))",1.7746408131008824,215.77737449958522,-10.659871814371485
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,cs_rank(volume) + cs_rank(vwap - close),1.7226192959066395,247.1973672041201,-13.05745510622564
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(volume / (sma(volume, 20) + 1e-5)) * cs_rank(vwap - close)",0.9943915556449786,295.4840078971979,-9.052179504801902
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"cs_rank((close - open) / (vwap + 1e-5) + cs_rank(volume * stddev(close, 20)))",0.5873224740365949,79.24527013012195,-2.1034025763380937
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"cs_rank((high - low) / (vwap + 1e-5)) * ts_rank(zscore(close, 60), 60) * cs_rank(volume / (close + 1e-5))",-0.040787342377328575,137.28278753112815,-3.787005563536453
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,cs_rank((vwap - close) / (close + 1e-5)) * cs_rank(volume / (volume + 1e-5)),-0.06260044266264204,244.77820219385927,-12.373111480840263
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,cs_rank((close - open) / (high - low + 1e-5)) * cs_rank(volume) * cs_rank(vwap - close),0.47919378621699876,241.01400652168172,-12.746706119763623
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)) + rank(volume / (vwap - close + 1e-5)) - rank(close / (vwap + 1e-5))",0.8261276581221073,295.6323936667211,-8.949678136055281
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"cs_rank(volume / (vwap + 1e-5)) + decay_linear(ts_rank(close - vwap, 20), 10)",1.0970693072347504,55.67750367095952,-1.0795558585112126
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)), 240)",-0.70068959514338,5.487039383381557,-0.9527572480332691
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 120) + 1e-5)), 252)",3.232540224066904,3.9249005594967996,3.0192239828184624
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(cs_rank((close - sma(close, 240)) / (stddev(close, 240) + 1e-5)), 252)",-0.061141840918746235,6.850936047759432,-0.2050355207346721
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(cs_rank(delta(close, 360) / (stddev(delta(close, 1), 252) + 1e-5)), 252)",-1.6151539411877502,5.841596626704595,-1.7795694448395774
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",-0.570542157759005,3.7645545942333483,-0.8412424606226351
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",0.9972028845821339,3.9420748408049984,0.8537499537124507
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(cs_rank((close - sma(close, 240)) / (stddev(close, 240) + 1e-5)), 252)",0.44853252488722434,3.853255572796097,0.32869999245739484
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",0.7098726205815185,3.357380179094863,0.5536880584692234
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",0.6172693485964535,3.4504386722887768,0.4292573933555995
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(cs_rank(delta(close, 120) / (stddev(delta(close, 1), 120) + 1e-5)), 240)",1.12718356159703,4.3303272974647875,1.0114677363707862
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(rank(delta(close, 60) / (stddev(delta(close, 1), 60) + 1e-5)), 240)",-1.575775221622741,5.8259479185862135,-1.7338853273554504
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(ts_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5), 252), 252)",-0.44427838897385213,4.304480494417021,-0.6299130236163928
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",0.6042266347327205,3.655788885624668,0.46027393858177024
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",-0.6438387156283416,3.519051025556128,-0.7622662482482007
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",0.12114227155917792,5.165981095042355,0.04139473110460445
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(rank(delta(close, 120) / (stddev(delta(close, 1), 120) + 1e-5)), 252)",-0.3173132018969768,5.5925610778305215,-0.48573766559024634
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(cs_rank(delta(close, 120) / (stddev(delta(close, 1), 120) + 1e-5)), 240)",0.08111574571110657,5.159367111598259,-0.0559123544786756
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",-1.1892366793487241,4.633049807823213,-1.321669834709958
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(rank(delta(close, 120) / (stddev(delta(close, 1), 120) + 1e-5)), 240)",1.0652144795345564,4.757936193294503,0.9206899678359837
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(cs_rank(delta(close, 240) / (stddev(delta(close, 1), 240) + 1e-5)), 252)",-0.003498736155846259,4.312258450241566,-0.14483795572250766
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(cs_rank((close - sma(close, 252)) / (stddev(close, 252) + 1e-5)), 252)",0.7715132951401819,6.34212041973932,0.6727977873780636
