,0
2006-01-03,0.005963517428989727
2006-01-04,0.2674283435892081
2006-01-05,0.011363217002884134
2006-01-06,0.01368648678327136
2006-01-09,0.011401800101762996
2006-01-10,0.012455566288727571
2006-01-11,0.011194419642417425
2006-01-12,0.01145027578889528
2006-01-13,0.009795794195978228
2006-01-17,0.010286456668663659
2006-01-18,0.011854894272842888
2006-01-19,0.009851363549557034
2006-01-20,0.014806488623413912
2006-01-23,0.012226221570486208
2006-01-24,0.010014333035524825
2006-01-25,0.011997073714769825
2006-01-26,0.014656596481523834
2006-01-27,0.014223169162835704
2006-01-30,0.01340501467029362
2006-01-31,0.012249197653331488
2006-02-01,0.010610908583760157
2006-02-02,0.013553469529594015
2006-02-03,0.012148420981186361
2006-02-06,0.01118675646793177
2006-02-07,0.013250099916838039
2006-02-08,0.017081417244511322
2006-02-09,0.01216541873228164
2006-02-10,0.013817951844781132
2006-02-13,0.009716101668806602
2006-02-14,0.00934782613771521
2006-02-15,0.01296456088235861
2006-02-16,0.010435382178202047
2006-02-17,0.011963298267019704
2006-02-21,0.008897680143341595
2006-02-22,0.011509073096112382
2006-02-23,0.012691045571612132
2006-02-24,0.008316230650964106
2006-02-27,0.00909713007129209
2006-02-28,0.01331908993893126
2006-03-01,0.009897605798287941
2006-03-02,0.014098126690073785
2006-03-03,0.010802670260081946
2006-03-06,0.009491621749001176
2006-03-07,0.013373497913134287
2006-03-08,0.011701633425107123
2006-03-09,0.009358909045227124
2006-03-10,0.01055550833536782
2006-03-13,0.009619688501812657
2006-03-14,0.011771747789036328
2006-03-15,0.012314501992231611
2006-03-16,0.012192180363683034
2006-03-17,0.011848533796283239
2006-03-20,0.008907377585810639
2006-03-21,0.011881187532208794
2006-03-22,0.009550077697849184
2006-03-23,0.010083928750873957
2006-03-24,0.012469874830077584
2006-03-27,0.008396757337859832
2006-03-28,0.008754222608180685
2006-03-29,0.03729462732756025
2006-03-30,0.010739656458021342
2006-03-31,0.010082883396515882
2006-04-03,0.00965792028485719
2006-04-04,0.010697586811465043
2006-04-05,0.009352388157971623
2006-04-06,0.015443927094804327
2006-04-07,0.012220644467021797
2006-04-10,0.009176572043285005
2006-04-11,0.009556941237489144
2006-04-12,0.009650756568078506
2006-04-13,0.011256764623282641
2006-04-17,0.00875587129786136
2006-04-18,0.012641708966079286
2006-04-19,0.011162501625770838
2006-04-20,0.014290128128555462
2006-04-21,0.012385182016999402
2006-04-24,0.012738697881662998
2006-04-25,0.011069969436394175
2006-04-26,0.010573204963720021
2006-04-27,0.01501317799762178
2006-04-28,0.017075907488329423
