Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(ts_rank(close, 20), 20) + vwap))",1.7420597917418328,6.876532261619835,1.2865320328880447
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * (stddev(delta(close, 1), 20) / (volume + 1e-5))) + cs_rank(vwap - close)",1.6171675426120757,254.59498204259856,-16.955907689570093
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"rank(-1 * decay_linear(stddev(delta(close, 1), 20) / (stddev(volume, 20) + 1e-5), 10))",1.3203058990338823,10.337692820564039,0.9528332638620045
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"rank(-1 * stddev(delta(close, 1), 20) + decay_linear(zscore(volume, 20), 20) + cs_rank(log(vwap / (close + 1e-5))) + ts_rank(delta(close, 1), 20))",0.9046009137631731,119.12839611624301,-4.8797047662962125
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) / (sma(volume, 20) + 1e-5) * close)",0.07477698856372832,7.43006977274106,-0.4318388645727516
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * decay_linear(stddev(delta(close, 1), 20), 20) + cs_rank(volume))",1.0076091787958843,33.48151146271289,-0.9506183018770759
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + zscore(volume, 60) + cs_rank(vwap - close))",1.421743930722021,207.42481400312994,-13.772253617367527
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + ts_rank(vwap, 20) + decay_linear(close, 5)))",1.5213753968495045,5.174867812108087,1.111210837171616
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(volume, 20) + cs_rank(vwap - close) + decay_linear(cs_rank(open - close), 10))",1.1691357565906442,184.5799628446109,-11.285309800032502
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * stddev(delta(close, 1), 20) * decay_linear(cs_rank(volume), 10) * cs_rank(vwap / (low + high + 1e-5)))",0.02651925686124219,249.97787758833442,-15.171510988667402
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,cs_rank(-1 * (close / (vwap + 1e-5)) + 0.5 * (vwap - open) / (vwap + 1e-5)),-0.4747822181621536,328.02590156793576,-18.229781358154995
