Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(vwap - close) + cs_rank(volume))",1.6765441859822194,161.9327351925695,-11.800546710558784
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(volume / (volume + 1e-5)) + ts_rank(vwap - close, 20) + decay_linear(vwap - close, 10))",1.163205966720203,121.59358244716334,-6.994153039868756
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) / (ts_rank(volume, 20) + 1e-5) + cs_rank(vwap - close))",1.675941484406238,172.4337398631962,-5.2447995996139305
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (cs_rank(volume) + 1e-5) * vwap)",2.6417827213573006,31.457783432227778,0.8700791877181063
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,cs_rank(-1 * (close - open) / (high - low + 1e-5) + cs_rank(volume / (high - low + 1e-5)) + cs_rank(vwap - open)),0.24075152917803652,197.10150744742452,-14.7857787258594
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * stddev(delta(close, 1), 20) + sma(volume, 20) / (vwap + 1e-5))",-0.45642869939549996,6.663968890576097,-0.8915982073171186
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) + zscore(close - vwap, 20) + decay_linear(close - open, 20)))",2.1588883026206864,274.86312711314486,-17.54614501801279
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"cs_rank(-1 * sma(stddev(delta(close, 1), 20), 10) * cs_rank(vwap))",1.4889023701510438,7.582271018115595,0.8525269396847319
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) / (sma(volume, 10) + 1e-5) * cs_rank(vwap) * decay_linear(close, 10))",1.0195181321232645,8.936199755769522,0.3463609711003707
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * (stddev(delta(close, 1), 20) * decay_linear(ts_rank(close, 20), 20)))",-1.7285044253009543,23.364320153753646,-2.8314402233583937
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * stddev(delta(close, 1), 20))",2.5167391414931704,19.217188955540088,1.392606061940426
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * (decay_linear(cs_rank(close - vwap), 20) + cs_rank((high - low) / (volume + 1e-5))))",-0.928460777433656,63.53819844317758,-4.807987394490954
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * (stddev(delta(close, 1), 20) / (volume + 1e-5) + decay_linear(ts_rank(close - vwap, 20), 20)))",0.8646660508549494,102.40590771356437,-5.098886849044055
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"rank(-1 * (stddev(delta(close, 1), 20) * cs_rank(volume) * cs_rank((high - low) / (close + 1e-5)) * cs_rank(delta(close, 1))))",-1.1099217993102801,249.08151712712385,-15.355689970426328
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(-1 * (close - open) / (high - low + 1e-5) + zscore(volume, 20))",-0.0825259213793854,275.0948499800707,-10.926788140072505
