Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(vwap - close) + cs_rank(volume / (volume + 1e-5)) + ts_rank(delta(close, 1), 20))",1.867839496549076,131.29999639327136,-8.63286798525221
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + cs_rank(vwap / (vwap + 1e-5))))",0.28749370341056,11.431752599115086,-0.40541147596183197
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(ts_rank(vwap, 20), 20)))",1.4168802252323718,21.315881313008532,0.7857852220733371
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"cs_rank(-1 * ts_rank(close / (vwap + 1e-5), 20) + ts_rank(volume / (vwap + 1e-5), 20))",3.3184005232091667,288.6979550456192,-11.979896452609811
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(-1 * decay_linear(ts_rank(close, 20), 20) + cs_rank(volume / (volume + 1e-5)) + cs_rank(vwap - close))",2.0814904934077028,223.0359676829869,-15.22570762278134
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * stddev(delta(close, 1), 20) + volume / (vwap + 1e-5))",-0.1077796878309221,45.79157967120572,-3.214553389900838
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(delta(close, 1), 20) + zscore(close, 20) + cs_rank(vwap)))",0.6988163983557417,87.66949216121044,-4.973905348720759
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"cs_rank(-1 * decay_linear(stddev(delta(close, 1), 20), 50) * cs_rank(vwap))",1.4137805238402457,5.704513178529004,0.9212138210165485
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * decay_linear(stddev(delta(close, 1), 20), 20) / (1 + cs_rank(volume / (close + 1e-5))))",0.8500707542198104,16.614049955531303,-0.04136150393204776
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * stddev(delta(close, 1), 20) + ts_rank(zscore(volume, 20), 20) + cs_rank(vwap - close))",-0.3755186199312758,148.02775894874114,-8.862679765795894
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * stddev(delta(close, 1), 20) + ts_rank(volume, 20) + cs_rank(vwap / (close + 1e-5)))",2.3713298299913297,151.13854302578463,-7.118653801881131
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * decay_linear(stddev(delta(close, 1), 20), 30)) + rank(volume) + rank(vwap - close)",-0.2831621942153964,169.58279117169656,-11.72395963872041
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (ts_rank(volume, 20) + 1e-5)) + rank(vwap - close) + rank(close - open)",-1.1462681483160695,217.46419478116675,-15.168732746333774
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"cs_rank((stddev(delta(close, 1), 20) * cs_rank(volume)) + zscore(volume, 20) + cs_rank(open - close))",1.5063889424655281,223.48595044013058,-13.445424620444712
