,0
2006-01-03,0.9284768335076747
2006-01-04,0.8026388896899586
2006-01-05,0.6954653259081144
2006-01-06,0.6836273363565504
2006-01-09,0.8437482768079969
2006-01-10,0.8017780481567265
2006-01-11,0.7482857602090602
2006-01-12,0.8027391778578153
2006-01-13,0.7213942197594121
2006-01-17,0.8217483615102357
2006-01-18,0.6783615668394936
2006-01-19,0.8841238667448875
2006-01-20,0.8920507805727625
2006-01-23,0.9604724516651202
2006-01-24,0.8594277789761886
2006-01-25,0.9386111351815967
2006-01-26,0.9533929284155098
2006-01-27,0.6826820206667807
2006-01-30,0.8769077475739373
2006-01-31,0.8696421566314101
2006-02-01,0.7241111636418683
2006-02-02,0.6400095341869183
2006-02-03,0.7242476576755612
2006-02-06,0.7603041202610237
2006-02-07,0.8404798347769649
2006-02-08,0.8973853703802652
2006-02-09,0.7801242055630988
2006-02-10,0.7721229503807303
2006-02-13,0.8314660606880767
2006-02-14,0.7729743674697951
2006-02-15,0.7593751131892754
2006-02-16,0.700705495003205
2006-02-17,0.7435800945985889
2006-02-21,0.7362636285444093
2006-02-22,0.7271923934397942
2006-02-23,0.764832419210431
2006-02-24,0.8482526124660281
2006-02-27,0.8440166876882504
2006-02-28,0.9201728169487903
2006-03-01,0.818495856843788
2006-03-02,0.7086551953372942
2006-03-03,0.8292525808492468
2006-03-06,0.8213310575242249
2006-03-07,0.8490772839135674
2006-03-08,0.7988616301746612
2006-03-09,0.7668647953517366
2006-03-10,0.8962696536732208
2006-03-13,0.8619030002785503
2006-03-14,0.9117449150566843
2006-03-15,0.827538615088308
2006-03-16,0.8124214356610282
2006-03-17,0.7620411109174219
2006-03-20,0.717275731693697
2006-03-21,0.7994651473034522
2006-03-22,1.0697476661962428
2006-03-23,0.7999071044964172
2006-03-24,0.8154354005037097
2006-03-27,0.881467755628967
2006-03-28,0.8757524313461396
2006-03-29,0.8629178369869179
2006-03-30,0.8601291997811191
2006-03-31,0.9129766726638093
2006-04-03,0.8488524511894726
2006-04-04,0.8092585401205853
2006-04-05,0.871841380444083
2006-04-06,0.7838737659368947
2006-04-07,0.7373210908066733
2006-04-10,0.8416726532752206
2006-04-11,0.876030174389771
2006-04-12,0.669112612142985
2006-04-13,0.710221336617938
2006-04-17,0.740951396493565
2006-04-18,0.7969307196708126
2006-04-19,0.939799315430564
2006-04-20,0.7946019442031547
2006-04-21,0.7089110856039057
2006-04-24,0.8063901041151591
2006-04-25,0.7649610134934313
2006-04-26,0.6802769251203841
2006-04-27,0.8085889450071468
2006-04-28,0.7795723171392351
2006-05-01,0.8388634954194361
2006-05-02,0.8195172578226214
2006-05-03,0.743939374563473
2006-05-04,0.7027095695121639
2006-05-05,0.803575840711733
2006-05-08,0.7355381500234369
2006-05-09,0.7417870278356418
2006-05-10,0.7898184662706262
2006-05-11,0.7703433398683874
2006-05-12,0.8295519515955825
2006-05-15,0.7427508968276841
2006-05-16,0.7819891274479744
2006-05-17,0.8574195065613036
2006-05-18,0.8863218126101855
2006-05-19,0.9073019619653875
2006-05-22,0.9128859666382338
2006-05-23,0.7584716494346209
2006-05-24,1.1400855707735051
2006-05-25,1.0374471895604866
2006-05-26,0.8438558946443031
2006-05-30,0.733987323389092
2006-05-31,0.8016507521606747
2006-06-01,0.7856055699589524
2006-06-02,0.902849446681869
2006-06-05,0.8913110210081483
2006-06-06,0.950498538104144
2006-06-07,0.967810438582189
2006-06-08,0.9871861372969671
2006-06-09,0.8739785872768222
2006-06-12,0.7363159645743544
2006-06-13,0.889128892757725
2006-06-14,0.9441566271348689
2006-06-15,0.944036651451065
2006-06-16,0.8883992474224467
2006-06-19,1.0144049407738078
2006-06-20,0.9049195468281324
2006-06-21,1.0032334478455252
2006-06-22,0.8424754085331605
2006-06-23,0.9469359949523442
2006-06-26,0.9854292181288267
2006-06-27,0.9951490698693497
2006-06-28,0.8867179563210675
2006-06-29,0.7944772287877706
2006-06-30,0.8212124912233666
2006-07-03,0.8331067775184784
2006-07-05,0.809263526552222
2006-07-06,0.7141765938781344
2006-07-07,0.7771055541098852
2006-07-10,0.7124120280516858
2006-07-11,0.9144373778106694
2006-07-12,0.9091045812957894
2006-07-13,0.7978659550571678
2006-07-14,0.9051411847064423
2006-07-17,0.882472819930881
2006-07-18,0.7417176963422022
2006-07-19,0.7903931575676876
2006-07-20,0.9920033092802805
2006-07-21,1.0512166922941995
2006-07-24,0.8847733345749087
2006-07-25,0.8375019349893312
2006-07-26,0.76202125845707
2006-07-27,0.6866814941000363
2006-07-28,0.8752582365858722
2006-07-31,0.8301644995928998
2006-08-01,0.7574942425770264
2006-08-02,0.7214602177501476
2006-08-03,0.773072791134049
2006-08-04,0.7707850142023502
2006-08-07,0.8566024368946219
2006-08-08,0.7942225894147925
2006-08-09,0.824452915148395
2006-08-10,0.9080035183399211
2006-08-11,0.9393124501243104
2006-08-14,0.6848693517632802
2006-08-15,0.8271396422193951
2006-08-16,0.7774398659429816
2006-08-17,0.657285286097406
2006-08-18,0.9873881186879888
2006-08-21,0.9654732269648462
2006-08-22,0.6486901369873754
2006-08-23,0.8352451927143466
2006-08-24,0.8211199372470924
2006-08-25,0.6658575832342469
2006-08-28,0.7509690126610624
2006-08-29,0.8510625370861389
2006-08-30,0.7581139590891537
2006-08-31,0.6294299902681273
2006-09-01,0.6529915186975287
2006-09-05,0.7734054372167631
2006-09-06,0.805862978580502
2006-09-07,0.7330600760464059
2006-09-08,0.7313147577533416
2006-09-11,0.7143299665315916
2006-09-12,0.7029162711903885
2006-09-13,0.6372619528636269
2006-09-14,0.7855825523588242
2006-09-15,0.8067536294608345
2006-09-18,0.8507775487442675
2006-09-19,0.8847888500994603
2006-09-20,0.786787841561736
2006-09-21,0.7175836708160972
2006-09-22,0.9022923938060998
2006-09-25,0.8165304808237811
2006-09-26,0.7919146967108357
2006-09-27,0.7796960345567303
2006-09-28,0.7997290079250098
2006-09-29,0.7476488761727751
2006-10-02,0.6669445985648574
2006-10-03,0.7221647551369857
2006-10-04,0.7652565470618169
2006-10-05,0.688408209452688
2006-10-06,0.7403466324798939
2006-10-09,0.7898526393704213
2006-10-10,0.6796952313794569
2006-10-11,0.7517268439968511
2006-10-12,0.7665344374636589
2006-10-13,0.8011946757966456
2006-10-16,0.7668696578480874
2006-10-17,0.8404273829719734
2006-10-18,0.7063672192099409
2006-10-19,0.6904136476462636
2006-10-20,0.6973030700860816
2006-10-23,0.7306679009830104
2006-10-24,0.7945659966461267
2006-10-25,0.8062451476341398
2006-10-26,0.6506727819782823
2006-10-27,0.6210328854397853
2006-10-30,0.8585894085800747
2006-10-31,0.8019506744880248
2006-11-01,0.7054241069197759
2006-11-02,0.8096636521321205
2006-11-03,0.8395525734677078
2006-11-06,0.8202698736953682
2006-11-07,0.9048397958988892
2006-11-08,0.8404689530960652
2006-11-09,0.7250500810059921
2006-11-10,0.7958262935794018
2006-11-13,0.8332364283524478
2006-11-14,0.8140867600136945
2006-11-15,0.7781548178056105
2006-11-16,0.8070836524626912
2006-11-17,0.8478323196128533
2006-11-20,0.7435679622327489
2006-11-21,0.852440556825385
2006-11-22,0.7752789854414247
2006-11-24,0.7841914120671623
2006-11-27,0.964948881034922
2006-11-28,0.827970121530375
2006-11-29,0.902221045078296
2006-11-30,0.8083122951841258
2006-12-01,0.817182325800935
2006-12-04,0.7319849666769997
2006-12-05,0.9020333744638527
2006-12-06,0.8711329600038208
2006-12-07,0.8277584157642107
2006-12-08,0.8449463722970671
2006-12-11,0.7748420044607045
2006-12-12,0.7576822600270742
2006-12-13,0.8092717563032703
2006-12-14,0.7911852620954968
2006-12-15,0.7669510983320564
2006-12-18,0.7867443214079846
2006-12-19,0.7499647610213607
2006-12-20,0.7596116463039931
2006-12-21,0.8626652675050528
2006-12-22,0.9196918131005385
2006-12-26,0.7898764377683538
2006-12-27,0.6792707401786997
2006-12-28,0.790927507256799
2006-12-29,0.8116704685953102
2007-01-03,0.8146002970514858
2007-01-04,1.0851794148879437
2007-01-05,0.8211702351319183
2007-01-08,0.7937408719702184
2007-01-09,0.9557629053524578
2007-01-10,0.7816701124743133
2007-01-11,0.8000046870559376
2007-01-12,0.9941229327302292
2007-01-16,0.9663515668270592
2007-01-17,0.9234053481110445
2007-01-18,0.8962219050404293
2007-01-19,1.0370634410421218
2007-01-22,0.997653662649536
2007-01-23,1.0768555510709144
2007-01-24,1.083406062589674
2007-01-25,0.966151120113796
2007-01-26,0.8083641625919885
2007-01-29,0.9355723422940574
2007-01-30,0.9116372067512315
2007-01-31,0.9100021128026123
2007-02-01,1.2211213663998146
2007-02-02,0.909467969117637
2007-02-05,0.9743406252493735
2007-02-06,0.9229477574569495
2007-02-07,0.8718274436559927
2007-02-08,0.9805360652689159
2007-02-09,1.1108402774065809
2007-02-12,0.9990762937455095
2007-02-13,0.9962413153672163
2007-02-14,1.121986009003664
2007-02-15,0.9692594478036093
2007-02-16,1.016518900744313
2007-02-20,0.9108871150069378
2007-02-21,0.9434034388367089
2007-02-22,0.9452316941739871
2007-02-23,1.0057935150865456
2007-02-26,0.9735572022120814
2007-02-27,0.8865251156162368
2007-02-28,1.313731749808524
2007-03-01,0.702873946334428
2007-03-02,0.7009420271366131
2007-03-05,0.614066873508438
2007-03-06,0.7591914259094288
2007-03-07,0.74146786602872
2007-03-08,0.9020360600795706
2007-03-09,0.9797149041575579
2007-03-12,0.7130520407380213
2007-03-13,0.881491303407326
2007-03-14,0.8932513970203755
2007-03-15,0.7759502200772332
2007-03-16,0.8440703353142158
2007-03-19,0.8611255885580547
2007-03-20,1.1068857104785934
2007-03-21,0.99665722569087
2007-03-22,1.3429692070404895
2007-03-23,1.0809669129760304
2007-03-26,0.9016702299054598
2007-03-27,1.0539679240345348
2007-03-28,0.9912210333349406
2007-03-29,1.1748978281583207
2007-03-30,1.0294037129792373
2007-04-02,1.1478343674830973
2007-04-03,1.045601302257328
2007-04-04,1.0351409399908158
2007-04-05,0.9839158735161335
2007-04-09,0.8579441093759348
2007-04-10,0.9510150022780474
2007-04-11,0.8741994662562558
2007-04-12,0.9634157467776763
2007-04-13,0.9114470080695204
2007-04-16,1.0392855406410686
2007-04-17,1.0416591634962047
2007-04-18,0.9126825781158265
2007-04-19,1.1416486306725802
2007-04-20,0.8495206505516989
2007-04-23,1.093458013367232
2007-04-24,1.0629562837145494
2007-04-25,0.9086968112944842
2007-04-26,0.960537896762297
2007-04-27,0.8989740771562429
2007-04-30,0.9105965239474552
2007-05-01,1.0035757078643077
2007-05-02,1.128032073354135
2007-05-03,0.8639408303607553
2007-05-04,0.789230971003515
2007-05-07,0.9285793975285641
2007-05-08,0.9438422359219824
2007-05-09,1.0090684106715047
2007-05-10,0.9848673043563225
