Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"cs_rank(-1 * ts_rank(decay_linear(close - vwap, 15), 20) + cs_rank(volume))",1.4303314282312622,114.30178519219679,-7.061615216032267
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * (delta(close, 1) / (vwap + 1e-5))) * decay_linear(cs_rank(volume), 15)",-1.4463539393257054,257.26197210374465,-20.29437898045899
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"cs_rank((vwap - close) / (high - low + 1e-5)) + cs_rank(zscore(volume, 20)) - cs_rank(sma(close, 20))",3.5021929324659484,257.9790913188019,-8.08553638321194
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"cs_rank(-1 * delta(close, 1)) * cs_rank(volume / (sma(volume, 20) + 1e-5)) * cs_rank(vwap - close)",2.22992217020488,304.87591407397366,-9.786909437983777
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(-1 * (delta(close, 1) / (close + 1e-5))), 20) + cs_rank(volume) - cs_rank(high - low)",0.1613837535617877,73.5689822995312,-4.555440194548747
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"cs_rank(-1 * (delta(close, 1) + decay_linear(delta(vwap, 1), 10)))",0.9785322471895117,290.41694179876777,-14.685781047392805
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"rank(-1 * (delta(close, 1) / (vwap + 1e-5))) + rank(volume) + rank(-1 * zscore(close, 20))",0.6634266431290542,230.7526495924921,-14.316029193652106
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,cs_rank(-1 * (close - open) / (high - low + 1e-5)) + cs_rank(volume / (vwap * 1000000 + 1e-5)) + cs_rank((high - close) / (high - low + 1e-5)),1.0943333685334695,306.08426719959897,-22.135648401868465
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * ts_rank(close - open, 20) + decay_linear(close / (vwap + 1e-5), 50))",-0.9732606112113786,329.8058482273568,-22.98537969145329
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"cs_rank(-1 * zscore(close - vwap, 20) + decay_linear(ts_rank(volume, 20), 20) + zscore(close - open, 20))",2.881643787531798,313.2257361073447,-16.925681204580425
