Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"rank(-1 * decay_linear(stddev(delta(close, 1), 20), 30) + cs_rank(volume) + cs_rank((high - low) / (close + 1e-5)) + cs_rank(vwap - close))",0.5552813303011328,181.06011491490736,-14.138185602744542
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(volume / (volume + 1e-5)) + ts_rank(vwap - close, 20) + decay_linear(vwap - close, 20))",1.1101625960702326,119.31762723606903,-6.881839919344855
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + cs_rank(log(close / (vwap + 1e-5)))))",1.85878444879721,146.3127650091274,-3.444444233643461
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20)) + cs_rank(volume / (open + low + close + 1e-5))",2.2978501400339684,27.854764522977703,0.8035559235982382
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(-1 * (close - sma(close, 20) + zscore(high - low, 10) + decay_linear(close, 30)))",1.0334227785315726,18.09532191095277,-0.5130904923341268
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * stddev(delta(close, 1), 20) + volume / (vwap + 1e-5))",-0.1077796878309221,45.79157967120572,-3.214553389900838
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"rank(-1 * (close - open) / (high - low + 1e-5) + ts_rank(vwap - close, 20) + cs_rank(volume))",2.1235695654567714,305.40178842620264,-20.174294588834268
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"rank(-1 * cs_rank(stddev(delta(close, 1), 20) / (volume + 1e-5) * close))",1.251565070509026,36.76248728942353,-2.0178454773807144
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * decay_linear(stddev(delta(close, 1), 20), 20) / (1 + volume))",1.098132804322051,53.070797850326194,-2.912908668841082
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + cs_rank(close - vwap)))",-0.8252201331695382,136.63733269109449,-8.903589942886121
