Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + cs_rank(volume) + cs_rank(vwap / (close + 1e-5)))",1.8345962104061468,165.83235289453282,-12.116932676654903
Baseline,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"rank(-1 * (decay_linear(cs_rank(close - vwap), 20)))",0.086337459355057,91.3874696146923,-6.256639679334916
Baseline,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(zscore(volume, 20), 20) + cs_rank(close - vwap)))",1.1438745033119286,119.48739816798053,-3.3450835948492332
Baseline,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"cs_rank(-1 * ts_rank(close / (vwap + 1e-5), 20) + ts_rank(volume / (vwap + 1e-5), 20))",3.3184005232091667,288.6979550456192,-11.979896452609811
Baseline,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) * cs_rank(vwap / (vwap + 1e-5)) * close)",0.3574841667933471,8.458907329538356,-0.22998587562401865
Baseline,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"rank(-1 * stddev(delta(close, 1), 20) + volume / (vwap + 1e-5))",-0.1077796878309221,45.79157967120572,-3.214553389900838
Baseline,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(cs_rank(volume), 20) + zscore(high - low, 20) + cs_rank(vwap)))",1.4175309607400437,252.83251977815945,-19.825789921461094
Baseline,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"rank(-1 * decay_linear(stddev(delta(close, 1), 20), 60) * cs_rank(vwap))",1.416270342200701,5.548391668833596,0.9323177360677266
Baseline,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) / (sma(volume, 20) + 1e-5) + decay_linear(close, 20)))",0.7426659335890037,3.3983620971912227,0.45770523381633044
Baseline,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(vwap - close))",-0.8252201331695382,136.63733269109449,-8.903589942886121
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + (close / (open + 1e-5)) + (high - low)))",2.2734112946436578,80.02152833593371,-2.8018780923010995
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(volume, 20) + cs_rank(vwap - close))",0.04464389810272623,152.2952786460764,-9.331723353613132
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (ts_rank(volume, 20) + 1e-5)) * decay_linear(ts_rank(close, 20), 50) * cs_rank(vwap - close)",1.0922394690558563,243.32395614641487,-12.666131465864263
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"rank(-1 * (stddev(delta(close, 1), 20) * cs_rank(volume) + close - vwap))",0.05606267285157194,235.79744410740847,-16.10838773317489
